system_prompt,question
You are an AI assistant. User will you give you a task. Your goal is to complete the task as faithfully as you can. While performing the task think step-by-step and justify your steps.,"Write an article based on this summary:

Adam Lyth scored a maiden Test century for England before late wickets dragged New Zealand back into the second Test."
You are an AI assistant that follows instruction extremely well. Help as much as you can.,"Given the question: What key details about praful mehta  can be extracted from the following bio?  Bio: praful shantilal mehta -lrb- born 1938 , tanganyika -rrb- was an east african cricketer . he played one one day international in the 1975 world cup .
The answer is:"
You are an AI assistant. You will be given a task. You must generate a detailed and long answer.,"Here is some data about a restaurant: name = The Cricketers, eatType = coffee shop, food = Italian, customer rating = low, familyFriendly = yes, near = The Portland Arms. Write a sentence that includes the following data about a restaurant"
You are an AI assistant. You will be given a task. You must generate a detailed and long answer.,"Which entity is this text about?

 O'Neill made his state debut aged 18, before progressing to Test selection aged 21 in late 1958. Early in his career, O'Neill was one of the foremost batsmen in the Australian team, scoring three Test centuries and topping the run scoring aggregates on a 1959-60 tour of the Indian subcontinent which helped Australia win its last Test and series on Pakistani soil for 39 years, as well as another series in India. His career peaked in 1960-61 when he scored 181 in the Tied Test against the West Indies, and at the end of the series, had a career average of 58.25.

 O'Neill was compared to Don Bradman upon his entry into Test cricket. At his best, he was a dynamic stroke maker who was a crowd favourite because of his ability to score at a high pace, in particular with his power off the back foot. He was noted for his nimble footwork, which he used to negate spin bowling; however this slowed in his later career as he put on weight. O'Neill particularly liked to sweep the slower bowlers. He often put too much emphasis on his right hand, allowing a large space between his hands on the bat handle, and then turning his right shoulder too square towards the bowler. The renowned English batsman and captain Wally Hammond said that O'Neill was the best all-round batsman he had seen since World War II. O'Neill's tall build, strength and good looks also drew comparison to his boyhood idol Keith Miller. Despite the comparisons to Bradman, O'Neill was much taller and broader, and was often impetuous whereas Bradman was known for his patience and lack of rashness. O'Neill was also criticised for hitting across the line early in his innings.  O'Neill was highly regarded for his style and entertainment values. Teammate Alan Davidson said ""once set he was the most exhilarating player you'd ever want to see--he was dynamite. He'd play attacking shots off balls other people would only think of defending. He had wonderful skill and technique. His shots off the back foot down the ground off fast bowlers--you can't really describe how good they were."" His captain for Australia and New South Wales, Richie Benaud said that he was ""one of the greatest entertainers we've had in Australian cricket"". O'Neill's style led the British writer EW Swanton to say ""the art of batting, he reminded us, was not dead, merely inexplicably dormant"" Wisden opined that ""A high innings by O'Neill is a thing of masterful beauty. His stroking is delectable, immense in its power.""  Later in his career, O'Neill became a nervous and superstitious batsman, particular at the start of an innings. He wrote ""batting is a lonely business"" in his 1964 autobiography Ins and Outs, opining that he sometimes found first-class cricket to be ""depressing and lonely"".  He was regarded as an excellent fieldsman at cover, with a powerful and accurate throw, described by Wisden as a ""dream throw"" honed from a junior career as a baseballer. He was named as utility player in the 1957 All Australian baseball team, and his ability was such that he was approached by Major League Baseball scouts. Before the retirement of Neil Harvey, he and O'Neill fielded in tandem in the covers and the pair were regarded as the finest fielding combination of the time.

Entity:"
You are an AI assistant. You will be given a task. You must generate a detailed and long answer.,"pace bowler andrew flintoff claimed three wickets to pin indian on the back foot after england 's wagging tail bolstered its first innings score on the second day of the third and final cricket test bangalore on thursday .
Summarize the aforementioned text in a single phrase."
"You are a helpful assistant, who always provide explanation. Think like you are answering to a five year old.","Sam Northeast's unbeaten 54 guided his side to a revised target of 181 off 18 overs after Somerset made 197-6.
 ex-New Zealand captain Brendon McCullum smashing 63 from 28 balls to help beat Essex by 72 runs.
 Northants easily passed Worcestershire's 158 all out to earn a seven-wicket win.
 in which seven players failed to reach double figures, with Richard Gleeson (3-12) and Rory Kleinveldt (3-25) doing the damage with the ball.
Reigning T20 champions Northants scored 160-3 to earn a third win in four matches and go second in the table.
Openers Richard Levi (47) and Adam Rossington (42) ensured a blistering start and Alex Wakely's unbeaten 46 got the Steelbacks over the line with 14 balls left.
A season's-best T20 Blast powerplay total of 77-0 by Kent openers Joe Denly and Daniel Bell-Drummond teed up an impressive victory at Canterbury.
Some ferocious hitting and fine timing saw Steven Davies (62) and Johann Myburgh (64) star in Somerset's 197-6.
 despite a brief wobble following the rain delay which saw the Duckworth-Lewis-Stern system set a new target of 181.
 however captain Northeast ensured Kent went up to fifth in a tight group with four points separating all nine teams.
Middlesex had no shortage of leaders as they batted Essex out of the game on their way to a total of 203-6 and a crushing 72-run win over Essex Eagles.
 reaching his half-century off just 19 balls and scoring 54 of his 63 runs from boundaries.
 while wicketkeeper John Simpson (50) also made a half-century.
 with James Foster's 25-ball 50 the only show of resistance in a lacklustre reply.
 with Essex dropping to bottom spot.

This article was about:"
You are an AI assistant. User will you give you a task. Your goal is to complete the task as faithfully as you can. While performing the task think step-by-step and justify your steps.,"Question: Information:  - Karachi (ALA-LC: ) is the capital of Sindh province, and is the largest and most populous city in Pakistan, as well as the 7th largest in the world. Ranked as a beta world city, the city is Pakistan's premier industrial and financial centre. Karachi is also Pakistan's most cosmopolitan city. Located on the shores of the Arabian Sea, Karachi is a major transportation hub. The city is home to two of Pakistan's two largest seaports, the Port of Karachi and Port Bin Qasim, as well as the busiest airport in Pakistan.  - A parliamentary republic is a republic that operates under a parliamentary system of government where the executive branch (the government) derives its legitimacy from and is accountable to the legislature (the parliament). There are a number of variations of parliamentary republics. Most have a clear differentiation between the head of government and the head of state, with the head of government holding real power, much like constitutional monarchies. Some have combined the roles of head of state and head of government, much like presidential systems, but with a dependency upon parliamentary power.  - The Port of Karachi (""Bandar gh Karch"") is one of South Asia's largest and busiest deep-water seaports, handling about 60% of the nation's cargo (25 million tons per annum) located in Karachi, Pakistan. It is located between the Karachi towns of Kiamari and Saddar, close to the main business district and several industrial areas. The geographic position of the port places it in close proximity to major shipping routes such as the Strait of Hormuz. The administration of the port is carried out by the Karachi Port Trust, which was established in the nineteenth century.  - Wasim Bari (Urdu:  ) (born 23 March 1948, Karachi, Sindh) is a former Pakistani cricketer who played in 81 Tests and 51 ODIs from 1967 to 1984. Bari was a wicket-keeper and right-handed batsman. At the end of his 17-year career he was the most capped player in Pakistani Test history.  - Imran Khan Niazi (born 5 October 1952), is a Pakistani politician, former cricketer and philanthropist who leads the Pakistan Movement of Justice and serves as a member of the National Assembly. Prior to entering politics, Khan played international cricket for two decades in the late twentieth century.  - Iran (, also , ; ' ), also known as Persia, officially the Islamic Republic of Iran (' ), is a sovereign state in Western Asia. It is bordered to the northwest by Armenia, the ""de facto"" Nagorno-Karabakh Republic, and Azerbaijan; to the north by the Caspian Sea; to the northeast by Turkmenistan; to the east by Afghanistan and Pakistan; to the south by the Persian Gulf and the Gulf of Oman; and to the west by Turkey and Iraq. Comprising a land area of , it is the second-largest country in the Middle East and the 18th-largest in the world. With 82.8 million inhabitants, Iran is the world's 17th-most-populous country. It is the only country with both a Caspian Sea and an Indian Ocean coastline. The country's central location in Eurasia and Western Asia, and its proximity to the Strait of Hormuz, make it of great geostrategic importance. Tehran is the country's capital and largest city, as well as its leading economic center.  - Anil Dalpat Sonavaria ( born September 20 , 1963 ) is the first Hindu ever to play Test cricket for Pakistan . Dalpat was a lower - order batsman and wicket keeper , and represented Pakistan for a brief interval in the early 1980s , when Wasim Bari was injured . Dalpat has had a wider first - class cricket experience and career , and is the cousin of Danish Kaneria , Pakistan 's first - choice spin bowler and only the second Hindu to play for Pakistan . He lives in the metropolis of Karachi , and is of Marwari heritage.The first Hindu to play Test cricket for Pakistan , Anil Dalpat was one of several wicketkeepers given a chance after the retirement of Wasim Bari . On his debut , against England at Karachi in 1983 -- 84 , Dalpat kept well to the spin of Abdul Qadir as Pakistan won by three wickets . In his nine Tests , he made 25 dismissals and a highest score of 52 against New Zealand at Karachi in 1984 -- 85 . Dalpat is the first cousin of Danish Kaneria , who made his Test debut for Pakistan in the 2000 -- 01 series against England . In 1983 -- 84 Dalpat dismissed 67 batsmen , a Pakistan domestic record .  - Hindu refers to any person who regards themselves as culturally, ethnically, or religiously adhering to aspects of Hinduism. It has historically been used as a geographical, cultural, rather than a religious identifier for people indigenous to South Asia.  - Danish Prabha Shanker Kaneria, (born 16 December 1980) is a former Pakistani cricketer who played at Test and One Day International (ODI) for the Pakistani national side between 2000 and 2010. A right-arm leg spinner known for his well-disguised googly. He is fourth on the list of bowlers with most Test wickets for Pakistan, behind only fast bowlers Wasim Akram, Waqar Younis and Imran Khan. Kaneria was the second Hindu and seventh non-Muslim overall to represent Pakistan in International cricket after Anil Dalpat.  - Pakistan (or ), officially the Islamic Republic of Pakistan, is a federal parliamentary republic in South Asia on crossroads of Central Asia and Western Asia. It is the sixth-most populous country with a population exceeding 200 million people. It is the 36th largest country in the world in terms of area with an area covering . Pakistan has a coastline along the Arabian Sea and the Gulf of Oman in the south and is bordered by India to the east, Afghanistan to the west, Iran to the southwest and China in the far northeast respectively. It is separated from Tajikistan by Afghanistan's narrow Wakhan Corridor in the north, and also shares a maritime border with Oman.  - Waqar Younis Maitla (born 16 November 1971) is a former Pakistani right-arm fast bowler in cricket, regarded as one of the greatest and fastest bowlers of all time. He is also the former coach of the Pakistani cricket team.  - China, officially the People's Republic of China (PRC), is a unitary sovereign state in East Asia. With a population of over 1.381 billion, it is the world's most populous country. The state is governed by the Communist Party of China, and its capital is Beijing. It exercises jurisdiction over 22 provinces, five autonomous regions, four direct-controlled municipalities (Beijing, Tianjin, Shanghai, and Chongqing), and two mostly self-governing special administrative regions (Hong Kong and Macau), and claims sovereignty over Taiwan. The country's major urban areas include Shanghai, Guangzhou, Beijing, Chongqing, Shenzhen, Tianjin and Hong Kong. China is a great power and a major regional power within Asia, and has been characterized as a potential superpower.  - Wasim Akram (born 3 June 1966) is a former Pakistani cricketer, cricket commentator and television personality. He is acknowledged as one of the greatest bowlers of all time. A left-arm fast bowler who could bowl with significant pace, he represented the Pakistan cricket team in Test cricket and One Day International (ODI) matches. In October 2013, Wasim Akram was the only Pakistani cricketer to be named in an all-time Test World XI to mark the 150th anniversary of ""Wisden Cricketers' Almanack"".  - A One Day International (ODI) is a form of limited overs cricket, played between two teams with international status, in which each team faces a fixed number of overs, usually 50. The Cricket World Cup is played in this format. One Day International matches are also called Limited Overs Internationals (LOI), although this generic term may also refer to Twenty20 International matches. They are major matches and considered the highest standard of limited overs competition.  - Urdu ( or Modern Standard Urdu) is a standardised register of the Hindustani language. It is the and ""lingua franca"" of Pakistan, and an official language of six states of India. It is also one of the 22 official languages recognized in the Constitution of India. Hyderabad, Rampur, Badayun, Bhopal and Lucknow are noted Urdu-speaking cities of India.  - In cricket, a googly (or wrong 'un) is a type of delivery bowled by a right-arm leg spin bowler. In Australia, it is occasionally referred to as a Bosie (or Bosey), an eponym in honour of its inventor Bernard Bosanquet.  - Islam (' ;) is a religion articulated by the Quran, a text considered by its adherents to be the verbatim word of God ('), and, for the vast majority of adherents, the teachings and normative example (called the ""sunnah"", composed of accounts called ""hadith"") of Muhammad (5708 June 632 CE). It is the world's second-largest religion and the fastest-growing major religion in the world, with over 1.7 billion followers or 23% of the global population, known as Muslims. Islam is an Abrahamic monotheistic religion that upholds that God is one and incomparable and that the purpose of existence is to worship God. Muslims consider Muhammad to be the last prophet of God.  - Hinduism is a religion, or a way of life, found most notably in India and Nepal. Hinduism has been called the oldest religion in the world, and some practitioners and scholars refer to it as """", ""the eternal law,"" or the ""eternal way,"" beyond human origins. Scholars regard Hinduism as a fusion or synthesis of various Indian cultures and traditions, with diverse roots and no founder. This ""Hindu synthesis"" started to develop between 500 BCE and 300 CE following the Vedic period (1500 BCE to 500 BCE).    After reading the paragraphs above, choose the best answer for the entity that related to 'anil dalpat' with the relationship of 'occupation'.  Choices: - bowler  - cricketer  - founder  - head of state  - islam  - khan  - major  - member  - official  - philanthropist  - politician  - religion  - religious  - sovereign  - taiwan  - television
Answer:"
You are an AI assistant. User will you give you a task. Your goal is to complete the task as faithfully as you can. While performing the task think step-by-step and justify your steps.,"Read this: The bank is based in Frankfurt, the largest financial centre in the Eurozone. Its location in the city is fixed by the Amsterdam Treaty. The bank moved to new purpose-built headquarters in 2014 which were designed a Vienna-based architectural office named Coop Himmelbau. The building is approximately 180 metres (591 ft) tall and will be accompanied with other secondary buildings on a landscaped site on the site of the former wholesale market in the eastern part of Frankfurt am Main. The main construction began in October 2008, and it was expected that the building will become an architectural symbol for Europe. While it was designed to accommodate double the number of staff who operate in the former Eurotower, that building has been retained since the ECB took responsibility for banking supervision and more space was hence required.
 if there is an answer (If it cannot be answered, return ""unanswerable""): What decided where the bank was to be bombed?"
You are an AI assistant. You will be given a task. You must generate a detailed and long answer.,"Sir Donald George Bradman, AC (27 August 1908 - 25 February 2001), often referred to as ""The Don"", was an Australian international cricketer, widely acknowledged as the greatest batsman of all time. Bradman's career Test batting average of 99.94 has been cited as the greatest achievement by any sportsman in any major sport. The story that the young Bradman practised alone with a cricket stump and a golf ball is part of Australian folklore. Bradman's meteoric rise from bush cricket to the Australian Test team took just over two years.

 Lord Gowrie, persuaded Bradman to transfer to the army, a move that was criticised as a safer option for him. Given the rank of Lieutenant, he was posted to the Army School of Physical Training at Frankston, Victoria, to act as a divisional supervisor of physical training. The exertion of the job aggravated his chronic muscular problems, diagnosed as fibrositis. Surprisingly, in light of his batting prowess, a routine army test revealed that Bradman had poor eyesight.  Invalided out of service in June 1941, Bradman spent months recuperating, unable even to shave himself or comb his hair due to the extent of the muscular pain he suffered. He resumed stockbroking during 1942. In his biography of Bradman, Charles Williams expounded the theory that the physical problems were psychosomatic, induced by stress and possibly depression; Bradman read the book's manuscript and did not disagree. Had any cricket been played at this time, he would not have been available. Although he found some relief in 1945 when referred to the Melbourne masseur Ern Saunders, Bradman permanently lost the feeling in the thumb and index finger of his (dominant) right hand.  In June 1945, Bradman faced a financial crisis when the firm of Harry Hodgetts collapsed due to fraud and embezzlement. Bradman moved quickly to set up his own business, utilising Hodgetts' client list and his old office in Grenfell Street, Adelaide. The fallout led to a prison term for Hodgetts, and left a stigma attached to Bradman's name in the city's business community for many years.  However, the SA Cricket Association had no hesitation in appointing Bradman as their delegate to the Board of Control in place of Hodgetts. Now working alongside some of the men he had battled in the 1930s, Bradman quickly became a leading light in the administration of the game. With the resumption of international cricket, he was once more appointed a Test selector, and played a major role in planning for post-war cricket. Answer this question using a quote from the following article:

What was wrong with him?"
Explain how you used the definition to come up with the answer.,"Detailed Instructions: Given a math problem with context and a question and 5 answer choices, the task is to provide the correct answer choice based on the problem. You must choose one of the given answer choices by letter: a, b, c, d, or e; anything else is invalid.
 takes 5 wickets for 26 runs and there by decreases his average by 0.4. the number of wickets taken by him before his last match is ?
 b. 83, c. 84, d. 85, e. 86
A:"
"You are a helpful assistant, who always provide explanation. Think like you are answering to a five year old.","Main replaces 19-year-old paceman Bradley Wheal in the only change from the recent tour to Hong Kong and Dubai.
 Zimbabwe and Hong Kong.
Preston Mommsen leads a squad in which all 15 men have been capped at international level.
 Scotland's leading run-scorer in T20 internationals with 687, is vice-captain.
 with every player offering dynamic specific skills in this format.
""Competition for places in the final 15 has been hotly contested and everyone has great respect for the quality of players in the wider squad.
 however it also presents a fantastic opportunity which we are all looking forward to. We have five warm-up fixtures in India to adapt to conditions and to complete our team preparation to unleash our very best skills, at this global tournament.""
 ranked 10th in the International Cricket Council's T20 rankings, are without a win in the competition, having lost three of their four matches, with one no-result, while they have not qualified for the past three editions.
Their recent tour of Dubai saw them lose by nine runs to the United Arab Emirates before beating the Netherlands by 37 runs in their two T20s with official ranking points at stake.
 Kyle Coetzer (vice-capt), Alasdair Evans, Calum MacLeod, Con de Lange, Gavin Main, George Munsey, Josh Davey, Mark Watt, Matt Machan, Matthew Cross, Michael Leask, Richie Berrington, Rob Taylor, Safyaan Sharif.

This article was about:"
,"Question: What type of details about murray hofmeyr  can be gathered from the following bio?  Bio: murray bernard hofmeyr -lrb- born 9 december 1925 -rrb- is a former south african sportsman who played international rugby union for england and first-class cricket . after growing up in south africa and attending pretoria boys high school , hofmeyr moved to england in 1948 as a rhodes scholar at worcester college , oxford . he represented oxford university in both cricket and rugby union . from 1949 to 1951 , hofmeyr , an opening batsman , made 35 first-class appearances for the university and scored 2495 runs . he had his most prolific year in 1950 when he scored 1063 runs at 55.94 and brought up four centuries . his highest score , 161 , came against gloucestershire , in an innings where the next highest score was his opening partner brian boobbyer 's 28 . boobbyer would also partner hofmeyr in the england rugby union team . playing as a full-back , hofmeyr appeared in three of england 's four tests in the 1950 five nations championship , against wales , france and scotland . he played his club rugby for harlequins and also represented the barbarians . he captained the oxford university cricket club in the 1951 season and then returned to south africa . in the 1951/52 and 1952/53 currie cup competition , hofmeyr was captain of north eastern transvaal and played a total of nine first-class matches , from which he made 683 runs at 48.78 .
Answer:"
You are an AI assistant. User will you give you a task. Your goal is to complete the task as faithfully as you can. While performing the task think step-by-step and justify your steps.,"Translate to Russian:

 ECB officials are starting to worry aloud about the rise in inflation due to the oil shock."
You are an AI assistant. User will you give you a task. Your goal is to complete the task as faithfully as you can. While performing the task think step-by-step and justify your steps.,"Read the following paragraph and determine if the hypothesis is true:

Cavalry Sunday is the annual parade of the Combined Cavalry Old Comrades Association which takes place in Hyde Park each year. Retired members of the cavalry regiments march to a service and commemoration around the band stand in the SE corner of Hyde Park and the nearby memorial to the bombing which took place there. The old troopers typically wear bowler hats and march with furled umbrellas.

Hypothesis: Cavalry Sunday takes place annually."
You are an AI assistant. You will be given a task. You must generate a detailed and long answer.,"Which entity is this text about?

 Urdu: nDmm lHq; born 3 March 1970), also known as Inzy, is a former Pakistani cricketer, and former captain. He is the leading run scorer for Pakistan in one-day internationals, and the third-highest run scorer for Pakistan in Test cricket. He was the captain of the Pakistan national cricket team from 2003-07 and is considered to be one of the best leaders in Pakistan Cricket history. Inzamam rose to fame in the semi-final of the 1992 Cricket World Cup.

 and made a good start to his career by scoring 20 and 60 runs in two matches against West Indies. This was followed by 48, 60, 101, and 117 runs against Sri Lanka.  Handpicked by former Pakistan captain Imran Khan for the 1992 Cricket World Cup in Australia and New Zealand, 22-year-old Inzamam was relatively unheard of before the tournament. To the surprise of many he was persevered with throughout the tournament, coming in at various positions in the batting line-up, despite not being very successful early on. Yet it was his performances at the most crucial stage of the competition that made fans and summarisers take note. Inzamam rose to fame in Pakistan's dramatic semi-final against New Zealand at Auckland. With his side in a precarious position, chasing 262 against an impressive New Zealand side, he hit a fiery 60 run innings from just 37 balls to rescue his side and guide them into the final. The innings was regarded as one of the finest World Cup performances. He hit a massive six in that match which was described by David Lloyd as the shot of the tournament.  Inzamam made an equally vital contribution in the final of the World Cup, scoring 42 runs off just 35 balls, helping Pakistan reach a score of 249 after a sluggish start. These innings established Inzamam's billing as a big-game player, although he was unable to replicate his World Cup success in later tournaments.  Inzamam regard his best least highlighted innings of 90 not out against West Indies when Pakistan won their first ODI in the West Indies on 27 March 1993.  In total, Inzamam set a record for scoring the most half centuries in One Day Internationals, 83 - though this is now surpassed by Sachin Tendulkar, Jacques Kallis and Kumar Sangakkara. He also became the second batsman to score 10,000 runs in One-day Internationals (again after Tendulkar) and was named in the ICC World XI for both Tests and One-day Internationals in the 2005 ICC Awards. In his final ODI for Pakistan, playing against Zimbabwe in the 2007 Cricket World Cup, he took three catches whilst fielding, including the last one of the match, ending his One Day career."
"You are an AI assistant. You should describe the task and explain your answer. While answering a multiple choice question, first output the correct answer(s). Then explain why other answers are wrong. You might need to use additional knowledge to answer the question.","What is the most logical next event?

How to get a personal seat license 
Look for teams building new stadiums. 
 if a team is building a new stadium, then they may be selling psls.

 the owners may visit new premises to update the account records and get a job. Certain teams may offer classes, similar to psls, with you. --Identify teams which already have psls. Currently, psls are available for some nfl, mlb, nhl, and nba teams. --Further, if the team is building a stadium but there are less refills than the veterans you plan to travel with, the teams may be installing new seat systems that will support all players who start the game, too. This may take a couple of tries to find what's required of every player. --At minimum, teams need a place to stand and wait at the stadium. If the team members choose to have psls, don't force them to sign up."
,"Given the question: - lastyear is 1997 1998    - twentysumpired is 35    - source is http://www.espncricinfo.com/ci-icc/content/player/39157.html espncricinfo    - role is umpire    - fivefor is 0 0    - country is pakistan      - bowling is right-arm leg spin    - testsumpired is 98    - birth date is 6 june 1968    - lastfor is gujranwala gujranwala    - umptwentydebutyr is 2009    - debutyear is 1987 1986    - umpire is true    - deliveries is balls 740 634    - umpodilastyr is 2015    - columns is 2    - caption is aleem at icc awards    - lastagainst is bahawalpur malaysia    - s/s is 0/0 0/0    - year is 1997/98 1995/96 1987 -- 1995 1986/87 2010      - birth place is jhang , punjab , pakistan    - date is 1968 6 6 yes    - type is first-class list a    - umptestdebutyr is 2003    - umpodidebutyr is 2000    - debutdate is 8 february 29 september    - column is fc la    - catches/stumpings is 5 / -- 17 / --    - debutagainst is adbp united bank limited    - fullname is aleem sarwar dar    - odisumpired is 172    - tenfor is 0 n/a    - lastdate is 6 december 23 march    - umptwentylastyr is 2014    - matches is 17 18    - batting is right-handed    - debutfor is pakistan railways pakistan railways    - runs is 270 179    - wickets is 11 15    - umptestlastyr is 2015    - club is gujranwala allied bank limited lahore city pakistan railways    Given the details above, guess who could this information be about.
The answer is:"
You are an AI assistant. You will be given a task. You must generate a detailed and long answer.,"Find the right ending to this passage.

 bounce and carry in their Test pitches but have instead been confronted with surfaces more akin to Colombo and Kolkata than Lord’s, Headingley and Trent Bridge. The result on Wednesday was that India felt very much at home on the first day of a pivotal series for Alastair Cook. Certainly there was no home advantage in Nottingham for England on a low, slow batting paradise of a pitch that was prepared more to ensure that the first Investec Test will last into the weekend rather than produce compelling cricket. Duncan Fletcher never gives much away but the India coach would have been inwardly grinning like a Cheshire cat behind his inscrutable façade at the warm hospitality offered to his side here by his old employers at the ECB.



OPTIONS:
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.
 not to mention spectators seeking value for money, will hope he is right.

"
You are an AI assistant. You will be given a task. You must generate a detailed and long answer.,"Write a title:
A career best 143 by wicket-keeper Brendon McCullum enabled touring New Zealand to take a convincing 225-run first innings lead against hosts Bangladesh on the third of the Pan Pacific Sonargaon first Test at the Bangabandhu National Stadium in city "
You are an AI assistant. You will be given a task. You must generate a detailed and long answer.,"Background: Safran was born in Melbourne to Jewish parents. His maternal grandparents were Polish Jewish Bundists. Safran's mother, Gitl, was born in Uzbekistan as they were fleeing their home country for Australia. She died in 2003.
 airing in 1998. It became famous for a segment, involving then host of tabloid current affairs TV show A Current Affair, where Safran harassed him in the style characteristic of A Current Affair by sorting through his bin, which was later satirised by comedian Shaun Micallef. Ray Martin had set-up members of the Paxton family. Safran and one of the victims, Shane Paxton, turned up to Ray Martin's home. Martin and his wife Dianne physically threatened Safran. Martin's wife ripped apart Safran's Papier Mache hat and Ray grabbed Safran by the collar, prompting Shane Paxton to intervene. Martin was in contact with the ABC and specifically warned Safran in the segment that he's spoken to Roger Grant the then Head of Corporate Affairs at the ABC. Martin's connection with this executive at the ABC is suspected to be a reason the series never made it to air. The Ray Martin segment was later played on Media Watch, John Safran: The Lost Pilot and on Youtube. In 2014, Martin still appeared bitter about the incident, calling Safran a ""serial pest"".  The second pilot was titled John Safran: Master Chef. This pilot focused on the food industry. Notably it featured a cooking segment where Safran prepared a beef dish. The twist comes when he arrives in an abattoir and shows detailed footage of cows being slaughtered to complete the dish. Though all unsuccessful, the pilots became hits via the Internet among university students. Safran also recorded a parody of Baz Luhrmann's song ""Everybody's Free (To Wear Sunscreen)"" entitled ""Not the Sunscreen Song"" which includes lines such as ""Never live in Adelaide, it's a hole"" and ""Remember, you can't get pregnant the first time you have sex"". It peaked at No. 20 in 1998 and was nominated for an ARIA. In Triple M's 2005 Greatest Songs Ever Written and Performed Since the Beginning of Time poll, ""Not the Sunscreen Song"" came in at #706 - one spot above ""Superstition"" by Stevie Wonder.  Safran also presented segments for the Seven Network's now defunct Late Report, some were also screened in the United Kingdom with Channel 4's Disinformation program. Safran attained police attention for a stunt to try and coerce cricketer Shane Warne into breaking a ""no smoking"" clause in an advertising contract with a nicotine gum manufacturer. Safran drove a remote controlled seagull with a cigarette onto the MCG pitch during a match. He was arrested for ""pitch invasion"", but the charges were dropped.
Question: What happened in 1997?. Whats the answer?"
You are an AI assistant. You will be given a task. You must generate a detailed and long answer.,"Summarize this article:

 tagged on to the two they ended with last season, a run which started with victory at Hove, Steve Rhodes' side were finally bowled out in mid-afternoon for 260.
Ross Whiteley survived two missed chances at second slip to make 53.
But Sussex proved too strong as South African Vernon Philander took 3-30.
 ahead of his final appearance, starting against Leicestershire at Grace Road on Friday, before the forthcoming Test series with England.
 on a pitch of variable bounce, largely relied on reports of bad weather on the way. But, after resuming on 124-4, needing 267 to make Sussex bat again, the visitors lost just two early wickets in the morning session.
 who took a chest-high catch at second slip, Jofra Archer then bowled nightwatchman Josh Tongue, knocking back his off-stump with a ball which jagged back off the seam.
Whiteley then shared a seventh-wicket stand of 79 with Ed Barnard but that came to an end off the last ball of the first over after lunch.
 with the rain due and Worcestershire just seven runs away from making Sussex bat again, Philander finished things off with the new ball, dismissing visiting captain Joe Leach and then Jack Shantry.
 who are at home to Glamorgan, are also back in Championship action this Friday (9 June).
Only two of Worcestershire's 11 players in this game have not come through the county's own flourishing youth system.
 who is deputising for fellow Australian John Hastings while the other, Ross Whiteley, who came from Derbyshire in 2013, was only playing because Tom Kohler-Cadmore had been dropped after it was revealed that he is to join Yorkshire next season.
 but they also have two other South Africans on Kolpak deals, Stiaan van Zyl and David Wiese. And they have no plans to replace Philander when he departs later this month for the England-South Africa Test series.
 who bowled just nine overs in the match after picking up an injury. He played half a season with Worcestershire in 2008, but now has a residential qualification, having played for Sussex since 2012.
 fast bowler Jofra Archer is from Barbados where the other member of the Sussex attack, England's Indian Premier League all-rounder Chris Jordan was born.
Sussex skipper Chris Nash told BBC Radio Sussex:
""It was an excellent win for us. The bowlers did a fantastic job on the last two days but I'd go back to the first morning when it was quite tough to bat and Harry Finch and Luke Wells did a fantastic job in difficult conditions to set the game up for us.
 when we get it together, we are a match for anyone in this division. It was a really good team performance. We know that if we can get runs on the board we have a bowling attack who are going to make life hard for any side.
""We just need to find that consistency now. We've won two games and if we can win a couple more before the T20 starts we'll be in a good position. There is still a lot of Championship cricket to be played but we're moving in the right direction.""
Worcestershire director of cricket Steve Rhodes told BBC Hereford & Worcester:
 especially against a fiery international-class attack.
 which you can get on the last day so we had to take a few bruises but I'm not blaming anyone for that - it is part and parcel of the game.
 the openers in the first innings and guys like Ross Whiteley in the second,  was great to see. We really fought hard. It was a great effort on the last day."""
"You are an AI assistant. You should describe the task and explain your answer. While answering a multiple choice question, first output the correct answer(s). Then explain why other answers are wrong. You might need to use additional knowledge to answer the question.","Once I created life . It was cute , furry , green , and had googly eyes . I made it from the milk left over from a Saturday morning 's meal and a period of three months hidden behind the couch .

Question with options to choose from: What may be the reason for them sharing this ?
OPTIONS:
(A). They wanted to make others laugh .
(B). None of the above choices .
(C). They wanted to get attention .
(D). They wanted to feel better about themselves ."
